County,Raw Address,Notes,Name,source
Fulton,3100 Enon Road Atlanta GA 30331,,Wolf Creek Branch Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Glascock,"    676 West Main Street, Gibson GA 30810",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Glynn,"    1815 Gloucester Street, Brunswick GA 31520",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gordon,"101 S. Piedmont Street, Calhoun, Georgia, 30103",,Official Absentee Ballot Drop Box,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Grady,    250 North Broad Street Cairo Ga 39828,,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Greene,"    1180 C Weldon Smith Dr, Suite 120, Greensboro Ga 30642",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett," 2723 North Bogan Road, Buford, GA 30519",,Bogan Park Community Recreation Center,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"2735 Old Auburn Ave., Dacula, GA 30019",,Dacula Park Activity Building,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"55 Buford Highway, Suwanee, GA 30024",,George Pierce Park Community Recreation Center,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"4515 Lenora Church Road, Snellville, GA 30039",,Lenora Park Gym,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"4651 Britt Road, Norcross, GA 30093",,Lucky Shoals Park Community Recreation Center,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"1063 Rockbridge Road, Stone Mountain, GA 30087",,Mountain Park Aquatic Center,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"2750 Pleasant Hill Road, Duluth, GA 30096",,Shorty Howell Park Activity Building,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"455 Grayson Highway, Suite 200, Lawrenceville",2 ballot drop boxes at this location,Voter Registrations and Elections Beauty P. Baldwin Building,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"2100 Buford Hwy, Buford, GA 30518",,Buford-Sugar Hill Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"3025 Bethany Church Road, Snellville, GA 30039",,Centerville Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"455 Camp Perrin Road, Lawrenceville, GA 30043",,Collins Hill Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"265 Dacula Road, Dacula, GA 30019",,Dacula Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"3480 Duluth Park Lane, Duluth, GA 30096",,Duluth Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"2780 Five Forks Trickum Road, Lawrenceville, GA 30044",,Five Forks Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"700 Grayson Parkway, Grayson, GA 30017",,Grayson Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"3690 Braselton Highway, Dacula, GA 30019",,Hamilton Mill Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"1001 Lawrenceville Highway, Lawrenceville, GA 30046",,Lawrenceville Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"4817 Church Street, Lilburn, GA 30047",,Lilburn Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"1210 Pounds Road SW, Lilburn, GA 30047",,Mountain Park Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"6025 Buford Hwy., Norcross, GA 30071",,Norcross Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"5570 Spalding Drive, Peachtree Corners, GA 30092",,Peachtree Corners Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"2740 Lenora Church Road, Snellville, GA 30078",,Snellville Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Gwinnett,"361 Main Street, Suwanee, GA 30024",,Suwanee Library,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Hall,"    2875 Browns Bridge Road, Lower Level Gainesville GA 30504",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Hancock,"    9091 East Broad Street ,P.O. Box 118, Sparta GA 31087",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Haralson,"    4485 Ga -120 Buchanan, GA 30113",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Harris,"104  North College Street, PO Box 123, Hamilton, GA 31811",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Hart,"182 Cade Street, Suite B, Hartwell, GA 30643",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Henry,"40 Atlanta St., McDonough, GA 30253",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Houston,"801 Main St, Perry, GA 31069",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Houston,"200 Carl Vinson Parkway, Warner Robins GA 31088",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Irwin,"507 Suite C North Irwin Ave Ocilla, GA 31774",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Jackson,441 Gordon St. Jefferson GA 30549,,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Jasper,"126 Greene St., Monticello GA 31064",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Jeff Davis,"14 Jeff Davis Street, Fayetteville GA 30214",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Jefferson,"415 Green Street, Louisville GA 30434",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Jones,"166 Industrial Boulevard #107, Gray, GA 31032",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Lamar ,"408 Thomaston Street, Suite D, Barnesville GA 30204",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Lanier,"162 West Thigpen, Suite C, Lakeland, GA 31635",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Laurens ,"117 E Jackson Street, Dublin, GA 31021",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Lee,"100 Starkville Avenue North, Suite C, Leesburg Georgia 31763",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Liberty ,"100 N. Main St. Hinesville, GA 31313",Midway Street/Bradwell Park side,Liberty County Elections Board,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Liberty,"9397 E Oglethorpe Hwy, Midway, GA",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Lincoln,"160 May Ave, Lincolnton GA 30817",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Long,"49 S Mcdonald St, Ludowici, GA 31316",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Lowndes ,"2808 N. Oak St, Valdosta GA 31601",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Lumpkin ,"56 Short Street, Dahlonega GA 30533",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Macon,"100 Macon Street, Oglethorpe GA 31068",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Madison,94 Spring Lake Dr. Danielsville GA 30633,,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Marion,"100 Burkhalter Ave. Buena Vista, GA 31803",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
McDuffie ,"337 Main Street, Suite 101, Thomson GA 30824",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
McDuffie ,"4614 Augusta Hwy, Dearing, GA 30808",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
McIntosh,"103 Jefferson St., Darien, GA 31305",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Mitchell ,"11 West Broad Street, Camilla, GA 31730",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Monroe,"38 W Main St., Forsyth GA 31029",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Morgan,"434 Hancock Street, Madison, GA 30650",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Murray,"121 N 4th Ave., Chatsworth, GA 30705",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Muskogee ,"3111 Citizens Way, Columbus GA 31906",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Muskogee,"1441 Benning Dr., Columbus GA 31903",,Frank D. Chester Recreation Center ,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Muskogee,"5601 Veterans Parkway, Columbus, GA 31904",,Columbus Health Department Building ,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Newton,"1113 Usher Street, Covington GA 30014",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Oconee,"Oconee County Elections Board 10 Court St, Watkinsville, GA 30677",,"
Oconee County Elections Board
",https://www.oconeecounty.com/247/Elections-Registration
Oglethorpe ,"109 Boggs St., Lexington GA 30648",Only accessible during business hours. Inside of building lower level outside of office.,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Paulding,"240 Constitution Blvd., Dallas GA 30132",In front corner facing clock tower,County Administration Building ,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Paulding ,"217 Main Street, Hiram GA 30141",,Hiram City Hall,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Peach ,"205 W Church St., Fort Valley, GA 31030-0853","8am-5pm, inside of courthouse. Address given is on maps, other address could be 213 Persons Street, Fort Valley, GA 31030-0853",,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Peach,"401 Main St., Byron GA 31008",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Pickens,"83 Pioneer Road, Jasper GA 30143",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Pierce ,"312 Nichols Street, Suite 2, Blackshear GA 31516",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Pike,"81 Jackson Street, Zebulon GA 30295",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Polk,"144 West Avenue, Ste. D, Cedartown GA 30125",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Pulaski ,"45 South Lumpkin Street, Suite 107, Hawkinsville GA 31036",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Putnam,"100 S. Jefferson Avenue, Suite 217, Eatonton, GA 31024",8am-5pm inside of courthouse ,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Quitman,"46 Old School Rd., Georgetown, GA 39854",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Rabun ,"18 Old Raca High Drive, Suite 105, Clayton GA 30525","There's a note that says ""Jo Dotson drop box removed"", not sure if that refers to this location ",,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Richmond Augusta,"535 Telfair Street, Augusta GA 30901",,Municipal Building ,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Richmond Augusta,"4335 Windsor Spring Road, Hephzibah GA 30815",,Diamond Lakes Regional Park,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Richmond Augusta,"2463 Golden Camp Road, Augusta GA 30906",,Henry Brigham Community Center ,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Richmond Augusta,"300 Warren Road, Augusta GA 30907",,Warren Road Recreation Center ,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Richmond Augusta,"3463 Peach Orchard Road, Augusta GA 30906",,Augusta Service Center ,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Rockdale,"1261 Commercial Drive SW, Suite B, Conyers GA 30094",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Schley ,"47 N Pecan Street, Ellaville GA 31806",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Screven ,"216 Mims Road, Sylvania, GA 30467",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Spalding,"825 Memorial Drive, Griffin GA 30223",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Stephens,"70 Alexander Street, Tugalo GA 30577",New location ,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Sumter ,"500 West Lamar Street, Americus GA 31709",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Talbot,"141 N Jefferson Avenue, Talbotton GA 31827",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Talbot,"188 Jackson Avenue, Talbotton GA 31827",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Tattnall ,"114 West Brazell Street, Reidsville GA 30453",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Taylor ,"1B Ivy Street, But,Ed GA 31006",Outside office on the wall ,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Telfair ,"91 Telfair Avenue, McRae-Helena GA 31055",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Terrell ,"955 Forrester Drive SE, Dawson GA 39842",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Thomas,"1402 E Jackson Street, Thomasville GA 31792",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Tift,"222 Chestnut Avenue, Ste. B, Tifton GA 31794",Inside lobby,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Tift ,"225 Tift Avenue, Tifton GA 31794",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Towns ,"67 Lakeview Circle, Suite A, Hiawassee GA 30546",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Troup ,"100 Ridley Avenue, Suite 1100, LaGrange GA 30240",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Turner ,"1807 US-41, Sycamore, GA 31790",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Upson ,"305 S Hightower Street, Suite 130, Thomaston GA 30286",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Walker ,"103 South Duke Street, Lafayette GA 30728",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Walton,"1110 East Spring Street, Monroe GA 30655",Address change ,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Ware ,"408 Tebeau Street, Waycross GA 31501",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Wayne,"359 E Walnut Street, Jesup GA 31545",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Webster ,"40 Cemetery Road, Preston GA 31824",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Wheeler,"16 W Forest Avenue, Homerville GA 31634",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
White ,"1241 Helen Hwy, Suite 210-A, Cleveland GA 30528",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Whitfield ,"205 N Selvidge Street, Dalton GA 30720",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Wilkes,"23 Court Street, Room 113, Washington GA 30673",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Wilkinson ,"100 Bacon Street, Irwinton GA 31042",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
Worth,"201 North Main Street, Room 10, Sylvester GA 31791",,,https://georgiapeanutgallery.org/2020/09/28/drop-box-locations-for-november-3-2020-election/
